dataset,model,pooling,probe,feature_dim,n_train,n_test,n_classes,seed,cv_folds,tuning_candidates,selection_metric,cv_score,best_params,MCC,AUROC,F1,Accuracy,task_group
genomic_benchmark/promoter_notata_251bps,zhihan1996/DNABERT-2-117M,cls,linear,768,27097,9034,2,42,4,4,roc_auc,0.895805290235487,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.6577498703873662,0.9011193691641124,0.8277501644392126,0.828204560549037,promoter
genomic_benchmark/regulatory_region_type,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,150000,57713,3,42,4,4,accuracy,0.7006666666666665,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.5327013269599186,0.8578289430466874,0.6926958139870959,0.6899312113388665,regulatory
genomic_benchmark/regulatory_region_type,LongSafari/hyenadna-medium-160k-seqlen-hf,mean,linear,1536,150000,57713,3,42,4,4,accuracy,0.68432,"{'clf__C': 10.0, 'clf__penalty': 'l2'}",0.522184935592669,0.8501580704928103,0.6836751893451348,0.6830869994628593,regulatory
genomic_benchmark/regulatory_region_type,kuleshov-group/caduceus-ph_seqlen-131k_d_model-256_n_layer-16,mean,linear,1536,150000,57713,3,42,4,4,accuracy,0.68432,"{'clf__C': 10.0, 'clf__penalty': 'l2'}",0.522184935592669,0.8501580704928103,0.6836751893451348,0.6830869994628593,regulatory
genomic_benchmark/regulatory_region_type,zhihan1996/DNABERT-2-117M,cls,linear,768,150000,57713,3,42,4,4,accuracy,0.6641333333333334,"{'clf__C': 10.0, 'clf__penalty': 'l2'}",0.4950957570113223,0.8422942310095403,0.6671600846992497,0.6646682723129971,regulatory
iDHS-EL/DNase_I,InstaDeepAI/NTv3_650M_pre,max,linear,1536,711,306,2,42,4,4,roc_auc,0.840796056794811,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.6802714562706733,0.8857786357786358,0.8392146017699115,0.8758169934640523,regulatory
iDHS-EL/DNase_I,LongSafari/hyenadna-medium-160k-seqlen-hf,mean,linear,1536,711,306,2,42,4,4,roc_auc,0.8472904059879764,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.6718146718146718,0.8702273702273703,0.8359073359073359,0.869281045751634,regulatory
iDHS-EL/DNase_I,kuleshov-group/caduceus-ph_seqlen-131k_d_model-256_n_layer-16,mean,linear,1536,711,306,2,42,4,4,roc_auc,0.8472904059879764,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.6718146718146718,0.8702273702273703,0.8359073359073359,0.869281045751634,regulatory
iDHS-EL/DNase_I,zhihan1996/DNABERT-2-117M,cls,linear,768,711,306,2,42,4,4,roc_auc,0.8045750276854927,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.571565980468637,0.8396610896610897,0.7830771848239098,0.8366013071895425,regulatory
iDNA_ABF/5mC,InstaDeepAI/NTv3_650M_pre,mean,linear,1536,3281,1407,2,42,4,4,roc_auc,0.8119791363615969,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.5221555912725809,0.8355748092590198,0.7602270101181623,0.7604832977967306,other
iDNA_ABF/5mC,LongSafari/hyenadna-medium-160k-seqlen-hf,mean,linear,1536,3281,1407,2,42,4,4,roc_auc,0.8119820926890059,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.5221555912725809,0.8355707681365576,0.7602270101181623,0.7604832977967306,other
iDNA_ABF/5mC,kuleshov-group/caduceus-ph_seqlen-131k_d_model-256_n_layer-16,mean_max,linear,512,3281,1407,2,42,4,4,roc_auc,0.802582429789938,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.5355424228481503,0.8325298234837709,0.7634553057572684,0.7647476901208244,other
iDNA_ABF/5mC,zhihan1996/DNABERT-2-117M,cls,linear,768,3281,1407,2,42,4,4,roc_auc,0.6973871276366316,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.2978114639363312,0.7102656633906634,0.6488939313728264,0.6488983653162758,other
iDNA_ABF/6mA,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,25668,11002,2,42,4,4,roc_auc,0.8687223225241664,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.5837259796919859,0.8736985600707656,0.7918535430843499,0.7918560261770587,other
iDNA_ABF/6mA,LongSafari/hyenadna-medium-160k-seqlen-hf,mean,linear,1536,25668,11002,2,42,4,4,roc_auc,0.872917680965085,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.5791724864551627,0.8766676951631573,0.789582792463617,0.7895837120523541,other
iDNA_ABF/6mA,kuleshov-group/caduceus-ph_seqlen-131k_d_model-256_n_layer-16,mean,linear,1536,25668,11002,2,42,4,4,roc_auc,0.872917680965085,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.5791724864551627,0.8766676951631573,0.789582792463617,0.7895837120523541,other
iDNA_ABF/6mA,zhihan1996/DNABERT-2-117M,cls,linear,768,25668,11002,2,42,4,4,roc_auc,0.7705930668420876,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.3893860710158079,0.7614857155584508,0.6946909636551504,0.69469187420469,other
iPro-WAEL/Promoter_Arabidopsis_NonTATA,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,8267,3543,2,42,4,4,roc_auc,0.9836373215017896,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.8851426461181657,0.9864368627740892,0.9424123866289577,0.9424216765453006,promoter
iPro-WAEL/Promoter_Arabidopsis_NonTATA,LongSafari/hyenadna-medium-160k-seqlen-hf,mean,linear,1536,8267,3543,2,42,4,4,roc_auc,0.9830980364152108,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.8833872511509416,0.9867892927565124,0.9415674886220486,0.9415749364944962,promoter
iPro-WAEL/Promoter_Arabidopsis_NonTATA,kuleshov-group/caduceus-ph_seqlen-131k_d_model-256_n_layer-16,mean,linear,1536,8267,3543,2,42,4,4,roc_auc,0.9830980364152108,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.8833872511509416,0.9867892927565124,0.9415674886220486,0.9415749364944962,promoter
iPro-WAEL/Promoter_Arabidopsis_NonTATA,zhihan1996/DNABERT-2-117M,attention,linear,768,8267,3543,2,42,4,4,roc_auc,0.9488145867486164,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.7709426315903969,0.9458790546973882,0.8853990730318817,0.8854078464578041,promoter
iPro-WAEL/Promoter_Arabidopsis_TATA,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,3063,1313,2,42,4,4,roc_auc,0.975859872420632,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.8504128605607232,0.9763208364266268,0.9251278068983368,0.9322162985529322,promoter
iPro-WAEL/Promoter_Arabidopsis_TATA,LongSafari/hyenadna-medium-160k-seqlen-hf,mean,linear,1536,3063,1313,2,42,4,4,roc_auc,0.9764653551488838,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.8400992329267795,0.9736064711705024,0.9199972035740376,0.9276466108149276,promoter
iPro-WAEL/Promoter_Arabidopsis_TATA,kuleshov-group/caduceus-ph_seqlen-131k_d_model-256_n_layer-16,mean,linear,1536,3063,1313,2,42,4,4,roc_auc,0.9764653551488838,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.8400992329267795,0.9736064711705024,0.9199972035740376,0.9276466108149276,promoter
iPro-WAEL/Promoter_Arabidopsis_TATA,zhihan1996/DNABERT-2-117M,mean,linear,768,3063,1313,2,42,4,4,roc_auc,0.934597458114514,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.750117963053219,0.943671121009651,0.8750084995852202,0.8880426504188881,promoter
iPro-WAEL/Promoter_B_amyloliquefaciens,InstaDeepAI/NTv3_650M_pre,mean,linear,1536,1483,636,2,42,4,4,roc_auc,0.913054927996713,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.6635252933375545,0.9124630400601248,0.8317605903657648,0.8317610062893082,promoter
iPro-WAEL/Promoter_B_amyloliquefaciens,LongSafari/hyenadna-medium-160k-seqlen-hf,mean,linear,1536,1483,636,2,42,4,4,roc_auc,0.9130694989865024,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.6635252933375545,0.9124432621658772,0.8317605903657648,0.8317610062893082,promoter
iPro-WAEL/Promoter_B_amyloliquefaciens,kuleshov-group/caduceus-ph_seqlen-131k_d_model-256_n_layer-16,mean,linear,1536,1483,636,2,42,4,4,roc_auc,0.9130694989865024,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.6635252933375545,0.9124432621658772,0.8317605903657648,0.8317610062893082,promoter
iPro-WAEL/Promoter_B_amyloliquefaciens,zhihan1996/DNABERT-2-117M,cls,linear,768,1483,636,2,42,4,4,roc_auc,0.830206159097649,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.5223133873523627,0.8350424730278968,0.7609684693594968,0.7610062893081762,promoter
iPro-WAEL/Promoter_GM12878,InstaDeepAI/NTv3_650M_pre,mean,linear,1536,10992,2750,2,42,4,4,roc_auc,0.9868651330913684,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.8981856187769403,0.987571305785124,0.9490908013821912,0.9490909090909092,promoter
iPro-WAEL/Promoter_GM12878,LongSafari/hyenadna-medium-160k-seqlen-hf,attention,linear,256,10992,2750,2,42,4,4,roc_auc,0.982389468376101,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.8829205324658276,0.9816394049586776,0.94145416611625,0.9414545454545454,promoter
iPro-WAEL/Promoter_GM12878,kuleshov-group/caduceus-ph_seqlen-131k_d_model-256_n_layer-16,mean,linear,256,10992,2750,2,42,4,4,roc_auc,0.9840867461634132,"{'clf__C': 0.1, 'clf__penalty': 'l2'}",0.8931194893718608,0.9851699834710744,0.9465445992590428,0.9465454545454546,promoter
iPro-WAEL/Promoter_GM12878,zhihan1996/DNABERT-2-117M,mean,linear,768,10992,2750,2,42,4,4,roc_auc,0.9751273388718328,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.8801231385686566,0.979923570247934,0.9399958026816024,0.94,promoter
iPro-WAEL/Promoter_HUVEC,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,11928,2982,2,42,4,4,roc_auc,0.992899381534006,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.9275862552171236,0.9935341987089088,0.9637822888852102,0.9637826961770624,promoter
iPro-WAEL/Promoter_HUVEC,LongSafari/hyenadna-medium-160k-seqlen-hf,mean,linear,256,11928,2982,2,42,4,4,roc_auc,0.9866921178310644,"{'clf__C': 10.0, 'clf__penalty': 'l2'}",0.9155061360369716,0.9895028566210587,0.957746174763221,0.9577464788732394,promoter
iPro-WAEL/Promoter_HUVEC,kuleshov-group/caduceus-ph_seqlen-131k_d_model-256_n_layer-16,attention,linear,256,11928,2982,2,42,4,4,roc_auc,0.9896980811765294,"{'clf__C': 0.1, 'clf__penalty': 'l2'}",0.9148965537164864,0.9913484933747354,0.9574094044250973,0.9574111334674716,promoter
iPro-WAEL/Promoter_HUVEC,zhihan1996/DNABERT-2-117M,mean,linear,768,11928,2982,2,42,4,4,roc_auc,0.9805774058615048,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.9001255790381244,0.9829808270593828,0.950031910580649,0.9500335345405768,promoter
iPro-WAEL/Promoter_Hela-S3,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,11736,2936,2,42,4,4,roc_auc,0.9901101906101468,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.9148758207630746,0.9916103022518544,0.9574244704886036,0.957425068119891,promoter
iPro-WAEL/Promoter_Hela-S3,LongSafari/hyenadna-medium-160k-seqlen-hf,attention,linear,256,11736,2936,2,42,4,4,roc_auc,0.9843808736534596,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.9021786762945228,0.9855138504257958,0.9509463034297118,0.9509536784741144,promoter
iPro-WAEL/Promoter_Hela-S3,kuleshov-group/caduceus-ph_seqlen-131k_d_model-256_n_layer-16,attention,linear,256,11736,2936,2,42,4,4,roc_auc,0.9860403078125486,"{'clf__C': 0.1, 'clf__penalty': 'l2'}",0.9042079838167728,0.9879193920810164,0.9519686511145138,0.9519754768392372,promoter
iPro-WAEL/Promoter_Hela-S3,zhihan1996/DNABERT-2-117M,attention,linear,768,11736,2936,2,42,4,4,roc_auc,0.9783140938873812,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.884262660618037,0.9787139261558108,0.9420959162260903,0.9420980926430518,promoter
iPro-WAEL/Promoter_NHEK,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,8170,2044,2,42,4,4,roc_auc,0.9775753624943876,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.8532698102716024,0.975158068481662,0.9266127248652172,0.926614481409002,promoter
iPro-WAEL/Promoter_NHEK,LongSafari/hyenadna-medium-160k-seqlen-hf,attention,linear,256,8170,2044,2,42,4,4,roc_auc,0.947447558690013,"{'clf__C': 10.0, 'clf__penalty': 'l2'}",0.7799065421478993,0.9484558882663592,0.8899172692014657,0.889921722113503,promoter
iPro-WAEL/Promoter_NHEK,kuleshov-group/caduceus-ph_seqlen-131k_d_model-256_n_layer-16,mean,linear,256,8170,2044,2,42,4,4,roc_auc,0.9597854741439128,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.8016496684559985,0.9599390703926532,0.9006675991876869,0.9006849315068494,promoter
iPro-WAEL/Promoter_NHEK,zhihan1996/DNABERT-2-117M,cls,linear,768,8170,2044,2,42,4,4,roc_auc,0.948832157458156,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.7767513681161327,0.9491165015452604,0.8879055072326327,0.8879647749510763,promoter
iPro-WAEL/Promoter_R_capsulatus,InstaDeepAI/NTv3_650M_pre,mean,linear,1536,7406,3175,2,42,4,4,roc_auc,0.7784472832162527,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.3931523948736677,0.7842442129528567,0.6963013833743774,0.6966929133858267,promoter
iPro-WAEL/Promoter_R_capsulatus,LongSafari/hyenadna-medium-160k-seqlen-hf,mean,linear,256,7406,3175,2,42,4,4,roc_auc,0.7276603922179378,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.340096680345983,0.7332687439521874,0.6699196553847717,0.6699212598425197,promoter
iPro-WAEL/Promoter_R_capsulatus,kuleshov-group/caduceus-ph_seqlen-131k_d_model-256_n_layer-16,mean_max,linear,512,7406,3175,2,42,4,4,roc_auc,0.7180750519083539,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.3341533711381683,0.7270449048345191,0.6670527930619476,0.6670866141732283,promoter
iPro-WAEL/Promoter_R_capsulatus,zhihan1996/DNABERT-2-117M,cls,linear,768,7406,3175,2,42,4,4,roc_auc,0.6632156264631281,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.2392658642002314,0.6617336890644436,0.619524501852281,0.6195275590551181,promoter
mouse/mouse_TFBS_1,InstaDeepAI/NTv3_650M_pre,mean,linear,1536,5668,2430,2,42,4,4,roc_auc,0.8773178583666021,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.6168245523235746,0.8905519145116767,0.8070936556875177,0.8074074074074075,regulatory
mouse/mouse_TFBS_1,LongSafari/hyenadna-medium-160k-seqlen-hf,mean,linear,256,5668,2430,2,42,4,4,roc_auc,0.7562991561282303,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.3705422242430014,0.7517553218513437,0.685112181167508,0.6851851851851852,regulatory
mouse/mouse_TFBS_1,kuleshov-group/caduceus-ph_seqlen-131k_d_model-256_n_layer-16,mean_max,linear,512,5668,2430,2,42,4,4,roc_auc,0.7597420772473364,"{'clf__C': 10.0, 'clf__penalty': 'l2'}",0.4224512202409752,0.7734512015444801,0.7110328121559129,0.7111111111111111,regulatory
mouse/mouse_TFBS_1,zhihan1996/DNABERT-2-117M,cls,linear,768,5668,2430,2,42,4,4,roc_auc,0.6778570318663191,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.2725347124689722,0.6809558163559077,0.6361427595776511,0.6362139917695473,regulatory
mouse/mouse_TFBS_2,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,47209,20233,2,42,4,4,roc_auc,0.9676174583961488,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.8206662650952449,0.9712489661783548,0.9100713704218252,0.9100973656897148,regulatory
mouse/mouse_TFBS_2,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,47209,20233,2,42,4,4,roc_auc,0.9317695834877416,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.7124500926788468,0.9342576102385796,0.8558086320534946,0.8558790095388722,regulatory
mouse/mouse_TFBS_2,kuleshov-group/caduceus-ph_seqlen-131k_d_model-256_n_layer-16,mean_max,linear,512,47209,20233,2,42,4,4,roc_auc,0.9571588373027132,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.7753994514680952,0.95814903744028,0.8872562902358115,0.8873128058122869,regulatory
mouse/mouse_TFBS_2,zhihan1996/DNABERT-2-117M,cls,linear,768,47209,20233,2,42,4,4,roc_auc,0.8874700303905345,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.6148177362627938,0.8896560792308481,0.8070639994755799,0.8071467404734839,regulatory
mouse/mouse_TFBS_3,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,2293,983,2,42,4,4,roc_auc,0.9558766847158112,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.7928851967842138,0.9682496315798188,0.8962049689440994,0.896236012207528,regulatory
mouse/mouse_TFBS_3,LongSafari/hyenadna-medium-160k-seqlen-hf,attention,linear,256,2293,983,2,42,4,4,roc_auc,0.921369507521458,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.695084694257322,0.931043332836587,0.8473703605558224,0.8474059003051883,regulatory
mouse/mouse_TFBS_3,kuleshov-group/caduceus-ph_seqlen-131k_d_model-256_n_layer-16,mean,linear,256,2293,983,2,42,4,4,roc_auc,0.919721775632373,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.7009160867879454,0.9452751146656068,0.8504571632592868,0.8504577822990844,regulatory
mouse/mouse_TFBS_3,zhihan1996/DNABERT-2-117M,mean,linear,768,2293,983,2,42,4,4,roc_auc,0.8437238167628243,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.5625877133016769,0.8629766694815624,0.7812736415824841,0.7812817904374364,regulatory
mouse/mouse_TFBS_4,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,1667,715,2,42,4,4,roc_auc,0.896820521962855,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.6471496762537878,0.8946293601239379,0.822021125007595,0.8223776223776224,regulatory
mouse/mouse_TFBS_4,LongSafari/hyenadna-medium-160k-seqlen-hf,mean,linear,256,1667,715,2,42,4,4,roc_auc,0.802596825144744,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.3455602768873906,0.7507394019060138,0.6726959012160195,0.6727272727272727,regulatory
mouse/mouse_TFBS_4,kuleshov-group/caduceus-ph_seqlen-131k_d_model-256_n_layer-16,mean,linear,256,1667,715,2,42,4,4,roc_auc,0.7805209719430368,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.4503720198631046,0.8028105096787319,0.7239896144613727,0.7244755244755244,regulatory
mouse/mouse_TFBS_4,zhihan1996/DNABERT-2-117M,attention,linear,768,1667,715,2,42,4,4,roc_auc,0.717539699514807,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.3230755989546656,0.709325070810447,0.6615377994773328,0.6615384615384615,regulatory
mouse/mouse_TFBS_5,InstaDeepAI/NTv3_650M_pre,mean,linear,1536,13180,5650,2,42,4,4,roc_auc,0.8225731102740492,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.479717835412821,0.8183217479833972,0.739530471955936,0.7396460176991151,regulatory
mouse/mouse_TFBS_5,LongSafari/hyenadna-medium-160k-seqlen-hf,mean,linear,256,13180,5650,2,42,4,4,roc_auc,0.7420457023950577,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.3713367397012839,0.7495312710470672,0.6856597780221226,0.6856637168141593,regulatory
mouse/mouse_TFBS_5,kuleshov-group/caduceus-ph_seqlen-131k_d_model-256_n_layer-16,mean_max,linear,512,13180,5650,2,42,4,4,roc_auc,0.793228881137225,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.4340645732497659,0.7964906257341999,0.7169643297704614,0.7169911504424779,regulatory
mouse/mouse_TFBS_5,zhihan1996/DNABERT-2-117M,cls,linear,768,13180,5650,2,42,4,4,roc_auc,0.6730753289299167,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.2555779273489476,0.683452611794189,0.6277856400900047,0.627787610619469,regulatory
prom/promoter_all_300bps,InstaDeepAI/NTv3_650M_pre,mean,linear,1536,41437,17759,2,42,4,4,roc_auc,0.973829608551843,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.8394309119070964,0.9723255741099812,0.9196398535408568,0.9196463764851625,promoter
prom/promoter_all_300bps,LongSafari/hyenadna-medium-160k-seqlen-hf,mean,linear,256,41437,17759,2,42,4,4,roc_auc,0.9549560171129954,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.7830510933067831,0.9541349273871236,0.8914868472278893,0.8914916380426826,promoter
prom/promoter_all_300bps,kuleshov-group/caduceus-ph_seqlen-131k_d_model-256_n_layer-16,attention,linear,256,41437,17759,2,42,4,4,roc_auc,0.962064089480809,"{'clf__C': 10.0, 'clf__penalty': 'l2'}",0.8077609049637616,0.9611176830338616,0.9038796242104772,0.9038797229573736,promoter
prom/promoter_all_300bps,zhihan1996/DNABERT-2-117M,cls,linear,768,41437,17759,2,42,4,4,roc_auc,0.9425612190616306,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.7603643156890273,0.9424897635274648,0.880172110599768,0.8801734331888057,promoter
prom/promoter_all_70bps,InstaDeepAI/NTv3_650M_pre,mean,linear,1536,41437,17759,2,42,4,4,roc_auc,0.898014094103412,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.6274738273163768,0.8968711792375775,0.8136523692386908,0.8136719409876683,promoter
prom/promoter_all_70bps,LongSafari/hyenadna-medium-160k-seqlen-hf,mean,linear,256,41437,17759,2,42,4,4,roc_auc,0.869276515641245,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.5624190268003755,0.8664053265169663,0.7807783750428134,0.7808998254406216,promoter
prom/promoter_all_70bps,kuleshov-group/caduceus-ph_seqlen-131k_d_model-256_n_layer-16,mean_max,linear,512,41437,17759,2,42,4,4,roc_auc,0.8877172345300032,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.6053934933889199,0.8858300319409398,0.8025401553875033,0.8025789740413312,promoter
prom/promoter_all_70bps,zhihan1996/DNABERT-2-117M,cls,linear,768,41437,17759,2,42,4,4,roc_auc,0.8477790656387337,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.5290781497255881,0.8440723772257447,0.7644206447704202,0.7644574581902134,promoter
prom/promoter_notata_300bps,InstaDeepAI/NTv3_650M_pre,mean,linear,1536,37146,15920,2,42,4,4,roc_auc,0.9940855681718184,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.9375234824973218,0.9950870558824274,0.9687171532792568,0.968718592964824,promoter
prom/promoter_notata_300bps,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,37146,15920,2,42,4,4,roc_auc,0.9815798158845048,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.8722654392803515,0.9825606045301886,0.9360495991104232,0.9360552763819096,promoter
prom/promoter_notata_300bps,kuleshov-group/caduceus-ph_seqlen-131k_d_model-256_n_layer-16,attention,linear,256,37146,15920,2,42,4,4,roc_auc,0.9901642464818096,"{'clf__C': 10.0, 'clf__penalty': 'l2'}",0.9189319683192396,0.9919858242216104,0.9594201731967614,0.9594221105527638,promoter
prom/promoter_notata_300bps,zhihan1996/DNABERT-2-117M,attention,linear,768,37146,15920,2,42,4,4,roc_auc,0.9767890736938176,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.8568897487831794,0.9780263440317164,0.928319466103,0.9283291457286432,promoter
prom/promoter_notata_70bps,InstaDeepAI/NTv3_650M_pre,mean,linear,1536,37146,15920,2,42,4,4,roc_auc,0.9193192101117008,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.6786885480458349,0.9196507348299284,0.839316241906263,0.839321608040201,promoter
prom/promoter_notata_70bps,LongSafari/hyenadna-medium-160k-seqlen-hf,mean_max,linear,512,37146,15920,2,42,4,4,roc_auc,0.8905773566378268,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.615126856596554,0.8884012714325397,0.807447158372676,0.8074748743718593,promoter
prom/promoter_notata_70bps,kuleshov-group/caduceus-ph_seqlen-131k_d_model-256_n_layer-16,mean_max,linear,512,37146,15920,2,42,4,4,roc_auc,0.9127284905023512,"{'clf__C': 0.1, 'clf__penalty': 'l2'}",0.6616982440864355,0.9118041368904825,0.8307609346437677,0.8307788944723619,promoter
prom/promoter_notata_70bps,zhihan1996/DNABERT-2-117M,cls,linear,768,37146,15920,2,42,4,4,roc_auc,0.8676207930329258,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.5863146324072064,0.8711363980707558,0.7930668560774217,0.7930904522613065,promoter
prom/promoter_tata_300bps,InstaDeepAI/NTv3_650M_pre,mean_max,linear,3072,4290,1840,2,42,4,4,roc_auc,0.8727244698905519,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.6066134834569511,0.8777995037807184,0.8032459921355112,0.8032608695652174,promoter
prom/promoter_tata_300bps,LongSafari/hyenadna-medium-160k-seqlen-hf,attention,linear,256,4290,1840,2,42,4,4,roc_auc,0.8460718782746093,"{'clf__C': 0.1, 'clf__penalty': 'l2'}",0.5641307680357601,0.8477321597353495,0.7820651530201893,0.7820652173913043,promoter
prom/promoter_tata_300bps,kuleshov-group/caduceus-ph_seqlen-131k_d_model-256_n_layer-16,mean,linear,256,4290,1840,2,42,4,4,roc_auc,0.8432810906447604,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.5609027008074842,0.8545362712665406,0.7804282971496086,0.7804347826086957,promoter
prom/promoter_tata_300bps,zhihan1996/DNABERT-2-117M,cls,linear,768,4290,1840,2,42,4,4,roc_auc,0.7480923829608525,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.4195900048676141,0.7803739366729678,0.7097740363314133,0.7097826086956521,promoter
prom/promoter_tata_70bps,InstaDeepAI/NTv3_650M_pre,first_token,linear,1536,4290,1840,2,42,4,4,roc_auc,0.932932603195303,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.7423080769435131,0.939079040642722,0.8699257787785812,0.8701086956521739,promoter
prom/promoter_tata_70bps,LongSafari/hyenadna-medium-160k-seqlen-hf,attention,linear,256,4290,1840,2,42,4,4,roc_auc,0.8107851916196036,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.5001181893409723,0.8295599007561436,0.749970459647879,0.75,promoter
prom/promoter_tata_70bps,kuleshov-group/caduceus-ph_seqlen-131k_d_model-256_n_layer-16,attention,linear,256,4290,1840,2,42,4,4,roc_auc,0.8340056239857268,"{'clf__C': 1.0, 'clf__penalty': 'l2'}",0.5339988886333159,0.8432827268431,0.7667816272281918,0.7668478260869566,promoter
prom/promoter_tata_70bps,zhihan1996/DNABERT-2-117M,cls,linear,768,4290,1840,2,42,4,4,roc_auc,0.8272326892503733,"{'clf__C': 0.01, 'clf__penalty': 'l2'}",0.5218624584427537,0.8331444943289226,0.760841309228406,0.7608695652173914,promoter
